id;title;release_dates;publisher;dev;support_dev;genres;game_modes;themes;mult_modes;game_eng;series;perspective
1976;death-stranding;"Nov 08, 2019 - PlayStation 4; Jul 14, 2020 - PC (Microsoft Windows)";Sony Interactive Entertainment, 505 Games;Kojima Productions;Guerrilla Games;Adventure, Shooter;Single player;Action, Open world, Science fiction, Stealth;;Decima;;Third person
1977;death-tank;Mar 18, 2009 - Xbox 360;;;;;;;;;;
1978;death-to-spies;Sep 21, 2007 - PC (Microsoft Windows);1C Company, Atari, Nobilis;Haggard Games;;Adventure, Shooter;Single player;Action, Historical, Stealth;;;Death to Spies;First person, Third person
1979;death-track-racing;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
1980;death-track-resurrection;"Mar 01, 2009 - PC (Microsoft Windows); Jun 02, 2010 - PlayStation Network";Gaijin Entertainment, 1C Company, Aspyr Media;SkyFallen Entertainment, Gaijin Entertainment;;Racing, Shooter;Multiplayer, Single player;Action, Science fiction;;TheEngine;Death Track;First person, Third person
1981;deathtrap;"Oct 22, 2014 - PC (Microsoft Windows); Dec 31, 2015 - PlayStation 4; Dec 31, 2015 - Xbox One";NeoCore Games;NeoCore Games;;Adventure, Indie, Role-playing (RPG), Strategy;Co-operative, Multiplayer, Single player;Action;PlayStation 4: Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;The Incredible Adventures of Van Helsing;Bird view / Isometric
1982;de-blob;"Jul 08, 2008 - iOS; Sep 22, 2008 - Wii; Apr 27, 2017 - PC (Microsoft Windows); Nov 14, 2017 - PlayStation 4; Nov 14, 2017 - Xbox One; Jun 26, 2018 - Nintendo Switch";THQ, THQ Nordic, THQ Wireless;BlitWorks, Blue Tongue Entertainment, Universomo;BlitWorks;Adventure, Indie, Platform, Puzzle;Multiplayer, Single player, Split screen;Action, Comedy;Wii: Offline Co-op max players: 4, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;de Blob;Third person
1983;de-blob-2;"Feb 22, 2011 - PlayStation 3; Feb 22, 2011 - Wii; Feb 22, 2011 - Xbox 360; Feb 22, 2011 - Nintendo DS; Feb 27, 2018 - PlayStation Network; Feb 27, 2018 - PlayStation 4; Feb 27, 2018 - Xbox One; Aug 28, 2018 - Nintendo Switch";THQ, Syfy Kids;Halfbrick Studios, Blue Tongue Entertainment;;Adventure, Indie, Platform, Puzzle;Co-operative, Multiplayer, Single player, Split screen;Action, Comedy;"Wii: Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes; Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 2, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;de Blob;Third person
1984;deca-sports;Mar 19, 2008 - Wii;Hudson Soft, Konami;Hudson Soft;;Sport;Single player, Split screen;Party;;;Deca Sports;
1985;deca-sports-2;May 15, 2009 - Wii;;;;Sport;;;;;;
1986;deca-sports-3;Oct 15, 2010 - Wii;;;;Sport;;;;;Deca Sports;
1987;deca-sports-ds;Mar 02, 2010 - Nintendo DS;;;;Sport;;;;;Deca Sports;
1988;deca-sports-freedom;Nov 18, 2010 - Xbox 360;Hudson Soft;Hudson Soft;;Shooter, Sport;Multiplayer, Single player, Split screen;Party;;;Deca Sports;First person, Third person
1989;decay-of-logos;"Aug 27, 2019 - PlayStation 4; Aug 30, 2019 - Xbox One; Aug 30, 2019 - PC (Microsoft Windows); Nov 28, 2019 - Nintendo Switch";Rising Star Games;Amplify Creations;;Adventure, Indie, Role-playing (RPG);Single player;Action, Fantasy;;Unity;;Third person
1990;deception-iv-blood-ties;"Feb 27, 2014 - PlayStation 3; Mar 25, 2014 - PlayStation Vita";Koei Tecmo Games;Koei Tecmo Games;;Puzzle, Real Time Strategy (RTS), Role-playing (RPG), Strategy;Single player;Action, Horror;;;Deception;Bird view / Isometric, Third person
1991;deception-iv-the-nightmare-princess;"Mar 26, 2015 - PlayStation 3; Mar 26, 2015 - PlayStation Vita; Mar 26, 2015 - PlayStation 4; Jul 14, 2015 - PlayStation Network";Koei Tecmo Games;Koei Tecmo Games;;Adventure, Role-playing (RPG), Strategy;Single player;Action, Horror;;;Deception;Bird view / Isometric, Third person
1992;deemo-reborn;Nov 21, 2019 - PlayStation 4;Unties;Rayark Inc.;;Music;Single player;Action;;;;Virtual Reality
1993;deep-black-episode-1;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
1994;deep-black-reloaded;;;;;;;;;;;
1995;deep-fighter-the-tsunami-offense;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
1996;deep-labyrinth;Aug 08, 2006 - Nintendo DS;Atlus;Interactive Brains;;Adventure, Role-playing (RPG);;;;;;
1997;deep-sky-derelicts;"Sep 26, 2018 - Mac; Sep 26, 2018 - Linux; Sep 26, 2018 - PC (Microsoft Windows)";1C Company;Snowhound Games;;Adventure, Indie, Role-playing (RPG), Strategy;Single player;Action, Science fiction;;;;Side view
1998;defcon-everybody-dies;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
1999;defector;Dec 31, 2018 - Oculus VR;Oculus Studios;Twisted Pixel;;Shooter;Single player;Action, Science fiction, Thriller;;;;First person, Virtual Reality
2000;defender;"Jan 01, 1980 - Arcade; Dec 31, 1981 - Atari 2600; Dec 31, 1982 - Atari 8-bit; Dec 31, 1982 - Atari 5200; Dec 31, 1983 - ColecoVision; Dec 31, 1983 - Intellivision; Dec 31, 1983 - PC DOS; Dec 31, 1983 - Commodore C64/128; Dec 31, 1983 - Texas Instruments TI-99; Dec 31, 1983 - Commodore VIC-20; Dec 31, 1983 - Apple II; Dec 31, 1994 - Mac";Williams Electronics, Atarisoft, Atari, Inc., Digital Eclipse Software;Williams Electronics, Williams Electronics;;Shooter, Strategy;Multiplayer, Single player;Action, Science fiction;;;Defender;Side view
2001;defender-of-the-crown;"TBD - Philips CD-i; Jan 01, 1986 - PC DOS; Jan 01, 1986 - Amiga; Jan 01, 1986 - ZX Spectrum; Dec 31, 1987 - Commodore C64/128; Dec 31, 1987 - Amstrad CPC; Dec 31, 1988 - Mac; Dec 31, 1988 - Apple IIGS; Dec 31, 1989 - Nintendo Entertainment System (NES); Dec 31, 1991 - Atari ST/STE; Oct 08, 2002 - Game Boy Advance; Dec 06, 2011 - iOS";Cinemaware;Cinemaware;;Adventure, Strategy;Single player;Fantasy, Historical;;;Defender of the Crown;Bird view / Isometric, Side view
2002;defenders-of-ardania;"Nov 25, 2011 - PC (Microsoft Windows); Dec 06, 2011 - iOS; Mar 14, 2012 - Xbox 360; Mar 06, 2013 - PlayStation 3";Paradox Interactive;Most Wanted Entertainment;;Arcade, Real Time Strategy (RTS), Strategy;Multiplayer, Single player;Fantasy, Historical;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op  yes, Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;Majesty;Bird view / Isometric
2003;defend-your-castle;"May 12, 2008 - WiiWare; Jun 12, 2008 - Wii";XGen Studios;;;Indie, Strategy;Single player;Action, Comedy;;;;
2004;defense-grid-the-awakening;"Dec 08, 2008 - PC (Microsoft Windows); Jul 05, 2010 - Xbox Live Arcade";Microsoft;Hidden Path Entertainment;;Indie, Real Time Strategy (RTS), Strategy, Tactical;Single player;Science fiction;;Gamebryo;Defense Grid;Bird view / Isometric
2005;defense-technica;"Oct 10, 2013 - PC (Microsoft Windows); Oct 24, 2013 - Mac; Apr 22, 2014 - PlayStation Network";;;;Indie, Real Time Strategy (RTS), Shooter, Strategy;Single player;Science fiction;;;;
2006;defiance;"Apr 02, 2013 - PlayStation 3; Apr 02, 2013 - PC (Microsoft Windows); Apr 02, 2013 - Xbox 360";Trion Worlds;Trion Worlds;Human Head Studios;Role-playing (RPG), Shooter, Strategy;Co-operative, Massively Multiplayer Online (MMO), Multiplayer;Action, Science fiction;;;;Third person
2007;def-jam-fight-for-ny;"Sep 20, 2004 - PlayStation 2; Sep 20, 2004 - Xbox; Sep 20, 2004 - Nintendo GameCube";Electronic Arts;AKI Corporation, EA Canada;;Fighting, Sport;Single player, Split screen;Action;;;Def Jam;Third person
2008;def-jam-fight-for-ny-the-takeover;Aug 29, 2006 - PlayStation Portable;;;;Fighting, Sport;;Action;;;Def Jam;
2009;def-jam-icon;"Mar 06, 2007 - PlayStation 3; Mar 06, 2007 - Xbox 360";Electronic Arts;EA Chicago, Def Jam;;Fighting, Music;Single player;;;;Def Jam;
2010;def-jam-rapstar;"Oct 05, 2010 - PlayStation 3; Oct 05, 2010 - Wii; Oct 05, 2010 - Xbox 360";Konami;4mm Games;;Music, Simulator;Co-operative, Multiplayer, Single player, Split screen;;;;Def Jam;
2011;def-jam-vendetta;"Jan 31, 2003 - Nintendo GameCube; Mar 31, 2003 - PlayStation 2";EA Sports BIG;EA Canada, AKI Corporation;;Fighting, Sport;Single player, Split screen;Action;;;Def Jam;Third person
2012;de-formers;"Dec 31, 2016 - PlayStation Network; Apr 21, 2017 - PlayStation 4; Apr 21, 2017 - Xbox One; Apr 21, 2017 - PC (Microsoft Windows)";GameTrust;Ready at Dawn;;Arcade, Fighting;Co-operative, Multiplayer, Single player;Action;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 8, Offline max players: 4, Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;;Third person
2013;degrees-of-separation;"Feb 14, 2019 - PlayStation 4; Feb 14, 2019 - Xbox One; Feb 14, 2019 - PC (Microsoft Windows); Feb 14, 2019 - Nintendo Switch";Modus Games;Moondrop;;Adventure, Indie, Platform, Puzzle;Co-operative, Multiplayer, Single player;;;;;Side view
2014;deliver-us-the-moon;"Oct 10, 2019 - PC (Microsoft Windows); Apr 24, 2020 - PlayStation 4; Dec 31, 2020 - Xbox One";KeokeN Interactive;KeokeN Interactive;;Adventure, Indie;Single player;Action, Science fiction, Survival;;Unreal Engine;;First person, Third person, Virtual Reality
2015;deliver-us-the-moon-fortuna;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again
2016;delta-force-black-hawk-down;"Mar 23, 2003 - PC (Microsoft Windows); Jun 21, 2004 - Mac; Jul 26, 2005 - PlayStation 2; Jul 26, 2005 - Xbox";NovaLogic, Aspyr Media;NovaLogic;Climax Group, Rebellion Developments, Aspyr Media;Shooter, Tactical;Multiplayer, Single player, Split screen;Action, Warfare;;Asura;Delta Force;First person
2017;delta-force-black-hawk-down-team-sabre;"Jan 20, 2004 - PC (Microsoft Windows); Nov 10, 2006 - PlayStation 2";NovaLogic;Ritual Entertainment, Rebellion Developments;;Shooter, Tactical;Multiplayer, Single player, Split screen;Action, Warfare;PlayStation 2: Offline Co-op max players: 4, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen  yes, Drop in/out ;Asura;Delta Force;First person
2018;delta-force-land-warrior;Nov 07, 2000 - PC (Microsoft Windows);NovaLogic;NovaLogic;;Shooter, Strategy, Tactical;Multiplayer, Single player;Action, Warfare;;;Delta Force;First person
2019;delta-force-task-force-dagger;Jun 27, 2002 - PC (Microsoft Windows);NovaLogic;Zombie Studios;;Shooter, Tactical;Multiplayer, Single player;Action, Warfare;;;Delta Force;First person
2020;delta-force-xtreme;Apr 22, 2005 - PC (Microsoft Windows);NovaLogic;NovaLogic;;Shooter, Tactical;Multiplayer, Single player;Action, Non-fiction, Warfare;;;Delta Force;First person
2021;delta-force-xtreme-2;May 27, 2009 - PC (Microsoft Windows);NovaLogic;NovaLogic;;Shooter, Tactical;Multiplayer, Single player;Action, Warfare;;;Delta Force;First person, Third person
2022;de-mambo;Jul 13, 2017 - Nintendo Switch;The Dangerous Kitchen;The Dangerous Kitchen;;Indie, Platform;Co-operative, Multiplayer, Single player;Action;;;;Side view
2023;dementium-ii;Apr 20, 2010 - Nintendo DS;SouthPeak Games;Renegade Kid;;Adventure, Puzzle;Single player;;;;Dementium;First person
2024;dementium-remastered;Feb 11, 2015 - Nintendo 3DS;Renegade Kid;;;Shooter;;Horror;;;Dementium;First person
2025;dementium-the-ward;Oct 31, 2007 - Nintendo DS;Gamecock Media Group;Renegade Kid;;Shooter;Single player;Horror;;;;First person
2026;demetrios-the-big-cynical-adventure;"May 31, 2016 - Mac; May 31, 2016 - Linux; May 31, 2016 - PC (Microsoft Windows); Dec 06, 2016 - PlayStation Vita; Aug 01, 2017 - PlayStation Network; Dec 03, 2018 - Nintendo Switch";COWCAT;COWCAT;;Adventure, Indie, Point-and-click, Puzzle;Single player;Comedy, Mystery;;;;
2027;demigod;Apr 14, 2009 - PC (Microsoft Windows);Stardock;Gas Powered Games;;Indie, Real Time Strategy (RTS), Role-playing (RPG), Strategy;Co-operative, Multiplayer, Single player;Action, Fantasy, Horror;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 5, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op  yes, Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;;Third person
2028;demikids-light-version;Nov 15, 2002 - Game Boy Advance;Atlus;Multimedia Intelligence Transfer;;Role-playing (RPG);Single player;;;;Devil Children;
2029;democracy;"Apr 17, 2005 - Mac; Apr 17, 2005 - Linux; Apr 17, 2005 - PC (Microsoft Windows)";Positech Games, Tri-Synergy;Positech Games, Positech Games, Red Marble Games;;Simulator, Strategy;Single player;Fantasy, Historical;;;Democracy;Text
2030;democracy-3;"Oct 14, 2013 - Mac; Oct 14, 2013 - iOS; Oct 14, 2013 - Linux; Oct 14, 2013 - PC (Microsoft Windows)";Positech Games;Positech Games;;Indie, Simulator, Strategy;Single player;Educational;;;Democracy;Text
2031;demolition-racer-no-exit;Nov 23, 2000 - Dreamcast;;;;Racing;;Action;;;;
2032;demon-gaze;Jan 24, 2013 - PlayStation Vita;Kadokawa Games, NIS America;Kadokawa Games, Experience Inc.;;Role-playing (RPG);Single player;Fantasy;;;Entaku no Seito;First person
2033;demon-gaze-ii;"Sep 29, 2016 - PlayStation Vita; Nov 14, 2017 - PlayStation 4";Kadokawa Games, NIS America;Kadokawa Games, Experience Inc.;;Adventure, Role-playing (RPG);Single player;Fantasy;;;Entaku no Seito;First person
2034;demonworld-dark-armies;;;;;Strategy;;;;;;
2035;dengeki-bunko-fighting-climax;"Mar 18, 2014 - Arcade; Nov 13, 2014 - PlayStation 3; Nov 13, 2014 - PlayStation Vita; Oct 06, 2015 - PlayStation Network";Sega;Ecole Software, French Bread;;Fighting;Multiplayer, Single player;;;;Dengeki Bunko Fighting Climax;Side view
2036;depixtion;Feb 28, 2020 - Nintendo Switch;DevHour Games;DevHour Games;;Indie, Strategy;Single player;;;;;
2037;deponia;"Aug 07, 2012 - Mac; Aug 07, 2012 - PC (Microsoft Windows); Jul 08, 2014 - Linux; Sep 10, 2015 - iOS; Dec 31, 2016 - PlayStation 4; Apr 24, 2019 - Xbox One";Daedalic Entertainment;Daedalic Entertainment;;Adventure, Indie, Point-and-click;Single player;Comedy, Science fiction;;Visionaire, Godot;Deponia;Side view
2038;deponia-doomsday;"Mar 01, 2016 - Mac; Mar 01, 2016 - Linux; Mar 01, 2016 - PC (Microsoft Windows); Feb 27, 2019 - PlayStation 4; Feb 27, 2019 - Xbox One";Daedalic Entertainment;Daedalic Entertainment;;Adventure, Indie, Point-and-click;Single player;Comedy;;Visionaire;Deponia;Side view
2039;depth;Nov 03, 2014 - PC (Microsoft Windows);Digital Confectioners;Digital Confectioners;;Indie, Shooter;Multiplayer, Single player;Action, Horror, Stealth, Survival;;Unreal Engine;;First person, Third person
2040;deracine;Nov 06, 2018 - PlayStation VR;Sony Interactive Entertainment;FromSoftware, SIE Japan Studio;;Adventure;Single player;Mystery;;;;Virtual Reality
2041;derrick-the-deathfin;"Oct 09, 2012 - PlayStation 3; May 01, 2014 - Mac; May 01, 2014 - Linux; May 01, 2014 - PC (Microsoft Windows)";Different Tuna;Different Tuna;;Indie;Single player;Action, Comedy;;;;
2042;deru-the-art-of-cooperation;"Nov 07, 2018 - Mac; Nov 07, 2018 - Linux; Nov 07, 2018 - PC (Microsoft Windows); Nov 07, 2018 - Nintendo Switch";Ink Kit;Ink Kit;;Indie, Puzzle;Co-operative, Multiplayer, Single player;Party;All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;Unity3D;;Bird view / Isometric
2043;descenders;"Feb 09, 2018 - PC (Microsoft Windows); May 15, 2018 - Xbox One; Jun 30, 2020 - PlayStation 4; Jun 30, 2020 - Nintendo Switch";No More Robots;RageSquid;;Racing, Sport;Multiplayer, Single player;Action;;;;Third person
2044;descent-3;"Jun 17, 1999 - PC (Microsoft Windows); Nov 01, 1999 - Mac; Jul 01, 2000 - Linux";Interplay Entertainment, Graphic Simulations;Outrage Games, Loki Software;;Shooter, Simulator;Multiplayer, Single player;Action, Science fiction;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 8, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op  yes, Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;;Descent;First person
2045;desert-child;"Dec 11, 2018 - Mac; Dec 11, 2018 - PlayStation 4; Dec 11, 2018 - Linux; Dec 11, 2018 - PC (Microsoft Windows); Dec 11, 2018 - Nintendo Switch; Dec 12, 2018 - Xbox One";Akupara Games;Oscar Brittain;;Indie, Racing, Role-playing (RPG), Simulator;Co-operative, Multiplayer, Single player, Split screen;Action;;;;Side view
2046;desktop-dungeons;"Nov 07, 2013 - Mac; Nov 07, 2013 - Linux; Nov 07, 2013 - PC (Microsoft Windows)";QCF Design;QCF Design;;Adventure, Indie, Puzzle, Role-playing (RPG), Strategy;Single player;;;;;
2047;desperados-wanted-dead-or-alive;Apr 18, 2001 - PC (Microsoft Windows);Infogrames, Atari;Spellbound Entertainment;;Real Time Strategy (RTS), Strategy, Tactical;Single player;Action, Historical, Non-fiction, Stealth;;;Desperados;Bird view / Isometric
2048;desperate-housewives-the-game;Oct 05, 2006 - PC (Microsoft Windows);Buena Vista Games;Liquid Entertainment;;Adventure, Simulator, Strategy;Single player;Comedy;;;;Third person
2049;despicable-me-the-game-minion-mayhem;Jul 06, 2010 - Nintendo DS;D3Publisher;;;Platform;;Action, Comedy;;;Despicable Me;
2050;destination-treasure-island;Dec 31, 2006 - PC (Microsoft Windows);Nobilis;Kheops Studio;;Adventure;Single player;;;;;Side view
2051;destiny;"Sep 09, 2014 - PlayStation 3; Sep 09, 2014 - PlayStation 4; Sep 09, 2014 - Xbox One; Sep 09, 2014 - Xbox 360";Activision, ND Games;Bungie;;Role-playing (RPG), Shooter;Co-operative, Massively Multiplayer Online (MMO), Multiplayer, Single player;Action, Science fiction, Warfare;"PlayStation 3: Offline Co-op max players: 0, Online Co-op max players: 3, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes; All platforms: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";In-house engine;Destiny;First person
