id;title;release_dates;publisher;dev;support_dev;genres;game_modes;themes;mult_modes;game_eng;series;perspective;crit_score;user_score
1832;dark-souls-iii-the-ringed-city;"Mar 28, 2017 - PlayStation Network; Mar 28, 2017 - PlayStation 4; Mar 28, 2017 - Xbox One; Mar 28, 2017 - PC (Microsoft Windows)";Bandai Namco Entertainment;FromSoftware;;Adventure, Role-playing (RPG);Co-operative, Multiplayer, Single player;Action, Fantasy, Open world;;;Dark Souls;Third person;82;8,2
1833;dark-souls-ii-scholar-of-the-first-sin;"Apr 02, 2015 - PlayStation 3; Apr 02, 2015 - PlayStation 4; Apr 02, 2015 - Xbox One; Apr 02, 2015 - PC (Microsoft Windows); Apr 02, 2015 - Xbox 360";Bandai Namco Games;FromSoftware;;Adventure, Role-playing (RPG);Co-operative, Multiplayer, Single player;Action, Fantasy, Historical, Open world, Survival;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 6, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;;Dark Souls;Third person;89;7,8
1834;dark-souls-prepare-to-die-edition;"Aug 24, 2012 - PC (Microsoft Windows); Oct 26, 2012 - PlayStation 3; Oct 26, 2012 - Xbox 360";FromSoftware, Namco Bandai Games;FromSoftware;;Adventure, Hack and slash/Beat 'em up, Role-playing (RPG);Co-operative, Multiplayer, Single player;Action, Fantasy, Historical, Horror, Open world, Sandbox, Survival;;;Dark Souls;Third person;85;7,7
1835;dark-souls-remastered;"May 25, 2018 - PlayStation 4; May 25, 2018 - Xbox One; May 25, 2018 - PC (Microsoft Windows); Oct 19, 2018 - Nintendo Switch";Bandai Namco Entertainment;QLOC, Virtuos;FromSoftware;Adventure, Hack and slash/Beat 'em up, Role-playing (RPG);Multiplayer, Single player;Action, Fantasy, Historical, Horror;;;Dark Souls;Third person;86;7
1836;darkspore;Apr 26, 2011 - PC (Microsoft Windows);Electronic Arts;Maxis;;Role-playing (RPG);Multiplayer, Single player;Action, Science fiction;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op  yes, Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;;Spore;Bird view / Isometric;65;6
1837;darkstalkers-chronicle-the-chaos-tower;Dec 12, 2004 - PlayStation Portable;Capcom;Capcom;;Fighting, Indie, Simulator;Single player;Action;;;Darkstalkers;;74;7,9
1838;darkstalkers-resurrection;"Mar 12, 2013 - PlayStation Network; Mar 12, 2013 - PlayStation 3; Mar 12, 2013 - Xbox 360";Capcom;Capcom;;Fighting, Simulator;Multiplayer, Single player;Fantasy, Horror;;;Darkstalkers;Side view;82;6,4
1839;darkstar-one;Jun 16, 2006 - PC (Microsoft Windows);cdv Software Entertainment, Kalypso Media;Ascaron Entertainment;;Simulator;Single player;Action, Science fiction;;;Darkstar One;;71;7,2
1840;darkstar-one-broken-alliance;Jun 18, 2008 - Xbox 360;Kalypso Media;;Gaming Minds Studios;Role-playing (RPG), Shooter, Simulator;Single player;Action, Science fiction;;;Darkstar One;First person, Third person;63;6,7
1841;darkstar-the-interactive-movie;"Nov 05, 2010 - Mac; Nov 08, 2010 - PC (Microsoft Windows)";Parallax Studio, Lace Mamba Global;Parallax Studio;;Adventure, Point-and-click;Single player;Science fiction;;;;First person;36;6,3
1842;darkstone;"Jul 31, 1999 - PC (Microsoft Windows); Jan 28, 2001 - PlayStation";Gathering of Developers, Take-Two Interactive, Electronic Arts;Delphine Software;;Role-playing (RPG);Multiplayer, Single player;Action, Fantasy;;;;Bird view / Isometric;58;7,6
1843;dark-summit;"Nov 12, 2001 - Xbox; Nov 26, 2001 - PlayStation 2; Feb 04, 2002 - Nintendo GameCube";THQ;Radical Entertainment;;Sport;Single player;Action;;;;Third person;71;tbd
1844;dark-train;"Oct 25, 2016 - Mac; Oct 25, 2016 - PC (Microsoft Windows)";Paperash Studio;Paperash Studio;;Adventure, Indie;Single player;;;;;;77;tbd
1845;dark-void;"Jan 19, 2010 - PlayStation 3; Jan 19, 2010 - PC (Microsoft Windows); Jan 19, 2010 - Xbox 360; Feb 01, 2011 - Xbox Live Arcade";Capcom;Airtight Games;Iron Galaxy Studios;Adventure, Shooter, Simulator;Single player;Action, Fantasy, Historical, Science fiction;;Unreal Engine, PhysX, SpeedTree;Dark Void;Third person;59;5,7
1846;dark-void-zero;"Jan 18, 2010 - Nintendo DS; Jan 18, 2010 - Nintendo DSi; Apr 12, 2010 - iOS; Apr 12, 2010 - PC (Microsoft Windows)";Capcom;Other Ocean Interactive;;Adventure, Platform, Shooter;Single player;Action, Science fiction;;;Dark Void;Side view;84;7,2
1847;darkwatch;"Aug 16, 2005 - PlayStation 2; Aug 16, 2005 - Xbox";Capcom, Ubisoft Entertainment;High Moon Studios;;Shooter;Co-operative, Multiplayer, Single player, Split screen;Action, Horror;;RenderWare, Havok;;First person;75;8,1
1848;darkwood;"Aug 17, 2017 - Mac; Aug 17, 2017 - Linux; Aug 17, 2017 - PC (Microsoft Windows); May 14, 2019 - PlayStation 4; May 16, 2019 - Nintendo Switch; May 17, 2019 - Xbox One";Acid Wizard Studio;Acid Wizard Studio;;Adventure, Indie, Role-playing (RPG);Single player;Action, Horror, Survival;;;;Bird view / Isometric;80;8,1
1849;darq;Aug 15, 2019 - PC (Microsoft Windows);Unfold Games;Unfold Games;;Adventure, Indie;Single player;Action, Horror;;;;;70;7,8
1850;darwinia;"Mar 04, 2005 - PC (Microsoft Windows); Mar 18, 2005 - Linux; Mar 30, 2005 - Mac";Ambrosia Software, Introversion Software;Introversion Software;;Indie, Real Time Strategy (RTS), Strategy, Tactical;Single player;Action, Science fiction;;;Darwinia;Bird view / Isometric;84;7,7
1851;darwinia+;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;80;6,1
1852;darwin-project;"Jan 14, 2020 - PlayStation 4; Jan 14, 2020 - Xbox One; Jan 14, 2020 - PC (Microsoft Windows)";Scavengers Studio;Scavengers Studio;;Indie;Multiplayer;Action, Open world, Survival;;;;Third person;74;6,9
1853;dash-of-destruction;Dec 17, 2008 - Xbox Live Arcade;Microsoft Game Studios;NinjaBee;;Racing;Multiplayer, Single player;Action, Comedy;;;Doritos;Bird view / Isometric;53;6,3
1854;data-east-arcade-classics;Feb 17, 2010 - Wii;Majesco Entertainment;G1M2;;;Single player, Split screen;;;;Data East;;56;8,2
1855;datura;May 08, 2012 - PlayStation 3;Sony Computer Entertainment;Plastic;;Adventure;Single player;;;;;First person;57;5,5
1856;dauntless;"Sep 26, 2019 - PlayStation 4; Sep 26, 2019 - Xbox One; Sep 26, 2019 - PC (Microsoft Windows); Dec 10, 2019 - Nintendo Switch";Epic Games, Phoenix Labs;Phoenix Labs;;Role-playing (RPG);Co-operative, Single player;Action;"PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ; PlayStation 4: Offline Co-op max players: , Online Co-op max players: 4, Online max players: , Offline max players: , Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ; Offline Co-op max players: , Online Co-op max players: 4, Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;;Third person;82;4,1
1857;dave-mirra-bmx-challenge;"Nov 02, 2006 - PlayStation Portable; Oct 02, 2007 - Wii";Crave Entertainment, 505 Games, Oxygen Interactive Software;Left Field Productions;;Sport;Single player;;;;Dave Mirra;Third person;32;4,6
1858;dave-mirra-freestyle-bmx;"Sep 26, 2000 - PlayStation; Sep 26, 2000 - Game Boy Color; Sep 26, 2000 - Dreamcast; Sep 26, 2000 - PC (Microsoft Windows)";Acclaim Max Sports;Z-Axis Ltd.;;Sport;Single player;;;RenderWare;Dave Mirra Freestyle BMX;Third person;82;7,1
1859;dave-mirra-freestyle-bmx-2;"Aug 27, 2001 - PlayStation 2; Nov 01, 2001 - Xbox; Nov 18, 2001 - Nintendo GameCube; Nov 25, 2001 - Game Boy Advance";Acclaim Max Sports;Z-Axis, Full Fat;;Racing, Sport;Single player, Split screen;;;;Dave Mirra;Third person;85;8
1860;dave-mirra-freestyle-bmx-3;Nov 26, 2002 - Game Boy Advance;Acclaim Entertainment;Full Fat;;Racing, Sport;Single player;;;;Dave Mirra;;78;tbd
1861;dave-mirra-freestyle-bmx-maximum-remix;;;;;;;;PlayStation: Offline Co-op max players: , Online Co-op max players: , Online max players: , Offline max players: , Offline Co-op , Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;;Third person;67;7,3
1862;david-beckham-soccer;"Nov 23, 2001 - PlayStation; Feb 08, 2002 - Game Boy Color; Jun 07, 2002 - PlayStation 2; Jun 07, 2002 - Xbox; Oct 07, 2002 - Game Boy Advance";Rage Software;Rage Software, Yoyo Entertainment;;Simulator, Sport;Single player;;;;;;34;4,2
1863;davis-cup-tennis;Nov 14, 2002 - Game Boy Advance;;;;Sport;;;;;;;59;tbd
1864;dawn-of-discovery;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;82;8,8
1865;dawn-of-discovery-venice;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;Try Again;78;7,7
1866;dawn-of-fear;;;;;;;;;;;;33;4,5
1867;dawn-of-magic;Apr 27, 2007 - PC (Microsoft Windows);Deep Silver, Atari, 1C Company;SkyFallen Entertainment;;Adventure, Role-playing (RPG);Multiplayer, Single player;Action, Fantasy, Horror;;TheEngine;Dawn of Magic;Bird view / Isometric, Third person;52;5,8
1868;dawn-of-man;"Mar 01, 2019 - PC (Microsoft Windows); Apr 01, 2019 - Mac; Dec 18, 2019 - Xbox One";Madruga Works;Madruga Works;;Indie, Simulator, Strategy;Single player;Historical;;Unity;;Bird view / Isometric;74;6,7
1869;dawn-of-mana;Jun 22, 2007 - PlayStation 2;Square Enix;;;Role-playing (RPG);Single player;Action, Fantasy, Historical;;;Mana;Third person;57;7,4
1870;dawnspire-prelude;Dec 31, 2007 - PC (Microsoft Windows);DreamCatcher Interactive;Silent Grove Studios;;;Single player;Action;;;;Third person;58;7,3
1871;daxter;Mar 14, 2006 - PlayStation Portable;Sony Computer Entertainment, Inc. (SCEI);Ready at Dawn;;Platform, Shooter, Simulator, Strategy;Single player;Action, Comedy, Science fiction;;;Jak and Daxter;Third person;85;8,6
1872;daylight;"Apr 29, 2014 - PlayStation Network; Apr 29, 2014 - PlayStation 4; Apr 29, 2014 - PC (Microsoft Windows)";Atlus USA;Zombie Studios;;Adventure, Indie;Single player;Action, Horror, Survival, Thriller;;;;First person, Virtual Reality;51;4,3
1873;daymare-1998;"Sep 17, 2019 - PC (Microsoft Windows); Apr 28, 2020 - PlayStation 4; Apr 28, 2020 - Xbox One";Destructive Creations;Invader Studios;;Adventure, Indie;Single player;Action, Horror, Survival;;Unreal Engine 4;;Third person;62;6,3
1874;day-of-defeat;"May 01, 2003 - PC (Microsoft Windows); Mar 29, 2013 - Mac; Mar 29, 2013 - Linux";Activision;Valve Corporation;;Shooter;Multiplayer;Action, Warfare;;GoldSrc;Day Of Defeat;First person;79;9,1
1875;day-of-defeat-source;"Sep 26, 2005 - PC (Microsoft Windows); Jul 12, 2010 - Linux";Valve Corporation;Valve Corporation;;Shooter;Multiplayer;Action, Warfare;;Source;;First person;80;9,1
1876;day-of-infamy;"Mar 23, 2017 - Mac; Mar 23, 2017 - Linux; Mar 23, 2017 - PC (Microsoft Windows)";New World Interactive;New World Interactive;;Indie, Shooter, Strategy, Tactical;Co-operative, Multiplayer;Action, Warfare;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 8, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Source;;First person;77;8,3
1877;day-of-the-tentacle-remastered;"Mar 22, 2016 - PlayStation Network; Mar 22, 2016 - Mac; Mar 22, 2016 - PlayStation 4; Mar 22, 2016 - PC (Microsoft Windows); Jul 11, 2016 - iOS";Double Fine Productions;Double Fine Productions;;Adventure, Point-and-click;Single player;Comedy, Fantasy, Historical, Science fiction;;;Maniac Mansion;Side view;86;7,9
1878;days-gone;Apr 26, 2019 - PlayStation 4;Sony Interactive Entertainment;SIE Bend Studio;;Adventure, Shooter;Single player;Action, Horror, Open world, Sandbox, Survival;;Unreal Engine 4;;Third person;71;8,1
1879;daytona-usa;"Apr 01, 1994 - Arcade; Apr 01, 1995 - Sega Saturn; Dec 31, 1996 - PC (Microsoft Windows); Oct 25, 2011 - PlayStation 3";Sega Enterprises, Sega Europe, SEGA of America, Sega Entertainment;Sega AM2, SEGA AM7;;Racing;Multiplayer, Single player;;;;Daytona USA;First person, Third person;86;8,3
1880;dcs-black-shark;;;;;;;;;;;;82;8,5
1881;dc-universe-online;"Jan 11, 2011 - PlayStation 3; Jan 11, 2011 - PC (Microsoft Windows); Nov 15, 2013 - PlayStation Network; Nov 15, 2013 - PlayStation 4; Apr 29, 2016 - Xbox One; Aug 06, 2019 - Nintendo Switch";Sony Online Entertainment, Daybreak Game Company, WB Games;Sony Online Entertainment, Daybreak Game Company;;Adventure, Indie, Role-playing (RPG);Co-operative, Massively Multiplayer Online (MMO), Multiplayer;Action, Fantasy, Open world;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 450, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Unreal Engine;DC Universe;Third person;72;6,8
1882;d-day;"Dec 31, 1993 - Amiga; Dec 31, 1993 - Atari ST/STE";Futura, U.S. Gold;;;Simulator, Strategy;Single player;Historical, Warfare;;;;Bird view / Isometric, First person, Third person;56;7
1883;ddrmax2-dance-dance-revolution;"Dec 31, 2002 - Arcade; Oct 23, 2003 - PlayStation 2";Konami Digital Entertainment;Konami Digital Entertainment;;Music, Simulator;Single player;Party;;;Dance Dance Revolution;Auditory;82;8,2
1884;ddrmax-dance-dance-revolution;May 16, 2002 - PlayStation 2;Konami;Konami Computer Entertainment Tokyo;;Music;;;;;;;85;8,8
1885;dead-alliance;"Aug 29, 2017 - PlayStation 4; Aug 29, 2017 - Xbox One; Aug 29, 2017 - PC (Microsoft Windows)";Maximum Games;Illfonic, Psyop Games;;Shooter;Multiplayer, Single player;Action, Survival;;Unreal Engine 4;;First person;43;3,4
1886;deadbeat-heroes;"Oct 10, 2017 - Xbox One; Oct 10, 2017 - PC (Microsoft Windows)";;;;;Co-operative, Multiplayer, Single player;Action;Xbox One: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 2, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;;;;61;tbd
1887;dead-block;"Jul 06, 2011 - Xbox Live Arcade; Jul 19, 2011 - PlayStation Network; Jul 19, 2011 - PlayStation 3; Jan 26, 2012 - PC (Microsoft Windows)";Digital Reality;Candygun Games;;Strategy;Co-operative, Single player;Action, Comedy, Horror, Survival;PlayStation 3: Offline Co-op max players: 4, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen  yes, Drop in/out ;Unreal Engine;;Third person;63;7,1
1888;dead-by-daylight;"Jun 14, 2016 - PC (Microsoft Windows); Jun 20, 2017 - PlayStation 4; Jun 20, 2017 - Xbox One; Sep 24, 2019 - Nintendo Switch";Starbreeze publishing AB;Behaviour Interactive;;;Co-operative, Multiplayer;Action, Horror, Stealth, Survival;;Unreal Engine;;First person, Third person;71;6,1
1889;dead-cells;"Aug 07, 2018 - Mac; Aug 07, 2018 - PlayStation 4; Aug 07, 2018 - Xbox One; Aug 07, 2018 - Linux; Aug 07, 2018 - PC (Microsoft Windows); Aug 07, 2018 - Nintendo Switch; Aug 28, 2019 - iOS; Jun 03, 2020 - Android";Motion Twin;Motion Twin;;Adventure, Indie, Platform;Single player;Action, Fantasy, Science fiction;;Heaps.io;;Side view;91;8,1
1890;deadcore;"Oct 17, 2014 - Mac; Oct 17, 2014 - Linux; Oct 17, 2014 - PC (Microsoft Windows)";Bandai Namco Entertainment;5 Bits Games;;Indie, Platform, Shooter, Strategy;Single player;Action, Science fiction;;Unity;;First person;78;6,6
1891;dead-effect;"Nov 03, 2014 - Mac; Nov 03, 2014 - PC (Microsoft Windows)";BadFly Interactive, a.s.;BadFly Interactive, a.s.;;Adventure, Indie, Shooter;Single player;Action, Comedy, Horror, Science fiction;;;Dead Effect;First person;59;6,1
1892;dead-effect-2;"Oct 28, 2015 - Android; Oct 28, 2015 - iOS; May 06, 2016 - Mac; May 06, 2016 - PC (Microsoft Windows); Jun 01, 2016 - PlayStation 4; Jun 01, 2016 - Xbox One";BadFly Interactive, a.s.;BadFly Interactive, a.s.;;Indie, Role-playing (RPG), Shooter;Co-operative, Multiplayer, Single player;Action, Horror, Science fiction;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 3, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;Unity;Dead Effect;First person;56;6,4
1893;deadfall-adventures;"Nov 15, 2013 - Linux; Nov 15, 2013 - PC (Microsoft Windows); Nov 15, 2013 - Xbox 360; Oct 28, 2014 - PlayStation 3";Nordic Games Publishing;The Farm 51;;Adventure, Puzzle, Shooter;Co-operative, Multiplayer, Single player;Action, Fantasy, Historical;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 2, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ;Unreal Engine 3;;First person;53;6,9
1894;dead-head-fred;Aug 28, 2007 - PlayStation Portable;D3 Publisher;Vicious Cycle Software;;Adventure, Platform;Single player;Action, Comedy, Horror, Mystery;;;;Third person;75;7,4
1895;dead-horde;"Jun 03, 2011 - PC (Microsoft Windows); Jul 27, 2011 - Linux";DnS Development;DnS Development;;Indie, Shooter;Co-operative, Multiplayer, Single player;Action, Horror, Survival;PC (Microsoft Windows): Offline Co-op max players: 2, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op  yes, Online Co-op , LAN Co-op  yes, Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out ;;;Bird view / Isometric;45;4,9
1896;dead-in-vinland;"Apr 13, 2018 - Mac; Apr 13, 2018 - PC (Microsoft Windows); Jul 11, 2019 - Nintendo Switch";Playdius, Plug In Digital;CCCP;;Adventure, Indie, Role-playing (RPG), Simulator, Strategy;Single player;;;;;;74;7,2
1897;dead-island;"Sep 06, 2011 - PlayStation 3; Sep 06, 2011 - PC (Microsoft Windows); Sep 06, 2011 - Xbox 360";Deep Silver;Techland;;Hack and slash/Beat 'em up, Shooter;Co-operative, Multiplayer, Single player;Action, Horror, Survival;PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op  yes, Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes;Chrome Engine;Dead Island;First person;80;6,8
1898;dead-island-definitive-collection;"May 31, 2016 - PlayStation 4; May 31, 2016 - Xbox One; May 31, 2016 - PC (Microsoft Windows)";Deep Silver;Techland;;Adventure, Hack and slash/Beat 'em up, Role-playing (RPG), Shooter;Co-operative, Multiplayer, Single player;Action, Horror, Survival;"All platforms: Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ; PC (Microsoft Windows): Offline Co-op max players: 0, Online Co-op max players: 4, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign  yes, Online Split-Screen , Offline Split-Screen , Drop in/out  yes; Offline Co-op max players: 0, Online Co-op max players: 0, Online max players: 0, Offline max players: 0, Offline Co-op , Online Co-op  yes, LAN Co-op , Co-op Campaign , Online Split-Screen , Offline Split-Screen , Drop in/out ";;Dead Island;First person;70;5,5
